Protocolo,Inicio,LatenciaMs,Sucesso,MotivoFalha,Is0RTT
QUIC,1.0553,75.4897,1,,0
QUIC,1.5553,57.4454,1,,0
QUIC,2.0553,57.4454,1,,0
QUIC,2.5553,57.4454,1,,0
QUIC,3.0553,57.4454,1,,0
QUIC,3.55532,57.4454,1,,0
QUIC,4.0553,57.4732,1,,0
QUIC,4.5553,57.4834,1,,0
QUIC,5.0553,57.4454,1,,0
QUIC,5.5553,57.4454,1,,0
QUIC,6.05533,65.5238,1,,0
QUIC,6.5553,57.4454,1,,0
QUIC,7.0553,57.4454,1,,0
QUIC,7.5553,57.4454,1,,0
QUIC,8.05532,57.4454,1,,0
QUIC,8.5553,57.4454,1,,0
QUIC,9.5553,57.4454,1,,0
QUIC,10.0553,57.4454,1,,0
QUIC,10.5553,57.4454,1,,0
QUIC,11.0553,57.5109,1,,0
QUIC,11.5553,57.4454,1,,0
QUIC,12.5553,57.4599,1,,0
QUIC,13.0554,57.4454,1,,0
QUIC,13.5553,57.4755,1,,0
QUIC,9.0553,-1,0,Timeout,0
QUIC,15.0553,57.4454,1,,0
QUIC,16.0553,57.4454,1,,0
QUIC,16.5553,57.4454,1,,0
QUIC,17.0553,57.4454,1,,0
QUIC,17.5554,57.458,1,,0
QUIC,18.0553,57.475,1,,0
QUIC,18.5553,57.4454,1,,0
QUIC,19.0554,57.4454,1,,0
QUIC,14.0553,-1,0,Timeout,0
QUIC,19.5553,65.4878,1,,0
QUIC,20.0553,57.46,1,,0
QUIC,20.5553,57.4454,1,,0
QUIC,15.5553,-1,0,Timeout,0
QUIC,21.5553,57.4745,1,,0
QUIC,22.0553,57.4454,1,,0
QUIC,22.5553,83.6504,1,,0
QUIC,23.0553,57.4454,1,,0
